Archivio estrazioni EuroJackpot anno 2012 aggiornato al 28/12/2012
Concorso	Data	N.1	N.2	N.3	N.4	N.5	EN.1	EN.2	Q5+2	VI5+2	VT5+2	Q5+1	VI5+1	VT5+1	Q5+0	VI5+0	VT5+0	Q4+2	VI4+2	VT4+2	Q4+1	VI4+1	VT4+1	Q4+0	VI4+0	VT4+0	Q3+2	VI3+2	VT3+2	Q2+2	VI2+2	VT2+2	Q3+1	VI3+1	VT3+1	Q3+0	VI3+0	VT3+0	Q1+2	VI1+2	VT1+2	Q2+1	VI2+1	VT2+1
42	17/10/2014	14	24	27	35	39	7	8	13000000.00	0	0	435530.60	0	2	102477.70	0	3	5393.50	0	19	160.90	0	573	86.00	0	834	53.20	0	1154	13.50	0	23114	20.80	0	15243	13.50	0	32142	10.00	0	79551	6.50	0	298375
41	10/10/2014	11	17	20	22	29	4	6	10000000.00	0	0	864054.70	0	1	76240.10	0	4	3080.40	0	33	224.70	0	407	97.20	0	732	38.70	0	1573	15.30	0	19134	15.30	0	21391	13.80	0	31555	7.40	0	107045	7.20	0	268020
40	03/10/2014	8	15	34	44	49	4	8	16606337.30	0	1	998133.50	0	1	130695.80	0	1	3174.70	0	38	250.00	0	382	134.30	0	449	52.40	0	1629	15.00	0	24638	23.00	0	17867	15.00	0	22593	9.20	0	130918	8.50	0	271015
39	26/09/2014	8	26	32	44	50	4	7	12000000.00	0	0	0.00	0	0	64409.40	0	2	2426.70	0	49	183.10	0	514	96.90	0	613	45.50	0	1851	13.90	0	27369	22.00	0	18444	13.90	0	22883	8.20	0	147989	8.20	0	271325
38	19/09/2014	13	18	20	38	39	1	8	10000000.00	0	0	511013.80	0	1	66431.70	0	2	3832.60	0	32	284.70	0	341	123.60	0	496	53.30	0	1628	14.20	0	24679	23.40	0	17836	14.10	0	25926	9.50	0	128785	8.60	0	270291
37	12/09/2014	2	9	17	25	29	3	5	61170752.70	0	1	137166.50	0	9	40121.20	0	8	1693.00	0	175	137.00	0	1711	71.80	0	2062	34.30	0	6107	11.30	0	75984	15.80	0	64047	11.30	0	77290	8.00	0	365935	7.10	0	797379
36	05/09/2014	26	31	33	39	40	5	6	51000000.00	0	0	948748.40	0	1	41112.40	0	6	4949.90	0	46	277.70	0	649	136.60	0	833	70.20	0	2295	17.60	0	37025	23.90	0	32459	17.30	0	39284	11.30	0	200854	8.60	0	504560
35	29/08/2014	1	8	9	12	37	2	6	43000000.00	0	0	401877.10	0	2	208976.00	0	1	3215.00	0	60	197.50	0	773	96.60	0	998	42.00	0	3249	12.70	0	43538	18.40	0	35655	12.30	0	46928	8.70	0	220307	7.60	0	485206
34	22/08/2014	19	20	40	42	47	2	8	37000000.00	0	0	675905.70	0	1	58578.50	0	3	4268.80	0	38	292.50	0	439	159.90	0	507	63.30	0	1813	16.90	0	29480	26.80	0	20650	16.90	0	26617	9.30	0	173680	9.30	0	333523
33	15/08/2014	17	38	41	43	47	4	6	31000000.00	0	0	199645.70	0	3	51907.80	0	3	2994.60	0	48	287.30	0	396	131.10	0	548	56.20	0	1810	15.40	0	27242	23.70	0	20643	15.40	0	27315	9.50	0	150857	8.90	0	306222
32	08/08/2014	15	19	21	34	40	3	4	26000000.00	0	0	261779.50	0	2	45375.10	0	3	3490.30	0	36	234.60	0	424	128.20	0	490	61.50	0	1446	16.40	0	22204	22.20	0	19254	16.40	0	22742	10.20	0	122633	8.10	0	296360
31	01/08/2014	5	18	33	38	47	3	6	22000000.00	0	0	98160.10	0	5	21268.00	0	6	1931.00	0	61	193.00	0	483	101.80	0	578	38.40	0	2168	12.30	0	30063	19.50	0	20571	12.30	0	25905	7.80	0	153767	7.80	0	283940
30	25/07/2014	3	10	36	43	47	2	5	18000000.00	0	0	143579.30	0	3	111991.90	0	1	4922.70	0	21	310.00	0	264	141.60	0	365	50.30	0	1453	14.70	0	21735	23.10	0	15226	14.70	0	19306	8.40	0	122958	8.40	0	232814
29	18/07/2014	6	11	15	18	45	5	8	15000000.00	0	0	411696.00	0	1	53520.40	0	2	2906.00	0	34	228.70	0	342	116.50	0	424	50.30	0	1391	14.10	0	20013	19.90	0	16948	14.10	0	20893	9.70	0	100867	7.70	0	245394
28	11/07/2014	3	10	16	35	45	4	6	13000000.00	0	0	201718.10	0	2	104893.40	0	1	3123.30	0	31	257.20	0	298	118.90	0	407	49.00	0	1397	14.10	0	20014	22.00	0	15021	14.10	0	20077	9.30	0	104047	8.40	0	218562
27	04/07/2014	3	10	11	13	42	1	8	11000000.00	0	0	792002.50	0	1	52223.20	0	2	3856.40	0	25	184.80	0	413	93.20	0	517	47.00	0	1451	13.20	0	20897	19.50	0	16867	11.90	0	24253	9.30	0	103258	7.80	0	233569
26	27/06/2014	11	33	35	42	44	4	6	10000000.00	0	0	0.00	0	0	101474.10	0	1	2838.40	0	33	211.20	0	351	106.40	0	440	50.40	0	1314	14.60	0	18553	21.80	0	14666	14.60	0	18991	9.50	0	98085	8.60	0	207009
25	20/06/2014	6	10	23	33	41	6	8	19318051.40	0	1	290944.60	0	3	75645.60	0	3	3566.20	0	30	194.20	0	436	94.60	0	565	58.50	0	1295	16.30	0	18801	19.50	0	18713	13.60	0	23484	11.10	0	95722	7.70	0	262706
24	13/06/2014	1	8	15	18	39	1	6	15000000.00	0	0	0.00	0	0	0.00	0	0	3534.20	0	29	226.60	0	358	115.60	0	443	61.40	0	1181	16.70	0	17573	21.20	0	16476	14.00	0	21927	11.20	0	91485	8.40	0	231029
23	06/06/2014	6	9	19	37	38	4	8	13000000.00	0	0	211681.20	0	2	36691.40	0	3	3907.90	0	26	187.00	0	430	91.50	0	555	48.90	0	1471	13.40	0	21747	18.60	0	18623	12.10	0	25161	9.30	0	108512	7.50	0	256590
22	30/05/2014	7	17	25	26	35	4	7	12000000.00	0	0	140140.00	0	3	21861.80	0	5	2242.20	0	45	172.90	0	462	101.30	0	498	36.60	0	1951	11.70	0	27717	16.90	0	20353	11.70	0	22794	7.80	0	128842	6.80	0	281897
21	23/05/2014	6	21	33	37	47	7	8	10000000.00	0	0	493290.00	0	3	27013.40	0	4	5541.20	0	18	205.00	0	385	121.30	0	411	65.80	0	1073	17.90	0	15993	20.50	0	16554	15.80	0	18934	11.30	0	87837	7.70	0	245926
20	16/05/2014	9	28	36	42	43	2	8	28207473.90	0	1	0.00	0	0	71402.30	0	2	3877.00	0	34	215.60	0	484	118.50	0	556	49.80	0	1873	14.30	0	27494	22.10	0	20360	14.30	0	26363	9.10	0	144818	8.50	0	296175
19	09/05/2014	1	11	14	22	43	3	4	23000000.00	0	0	0.00	0	0	133907.70	0	1	3433.50	0	36	209.00	0	468	111.90	0	552	52.80	0	1657	15.40	0	23067	19.50	0	21568	14.10	0	26211	10.20	0	120627	7.60	0	307750
18	02/05/2014	9	31	32	33	34	6	8	19000000.00	0	0	158256.20	0	3	123439.90	0	1	3798.10	0	30	173.80	0	519	90.70	0	628	68.80	0	1173	18.40	0	17803	25.30	0	15357	16.70	0	20433	11.20	0	101389	8.80	0	247190
17	25/04/2014	4	7	10	39	48	3	4	15000000.00	0	0	437709.30	0	1	37934.80	0	3	5252.50	0	20	218.80	0	380	134.60	0	390	57.20	0	1299	15.00	0	20018	18.90	0	18937	15.00	0	20875	10.00	0	104489	7.20	0	278256
16	18/04/2014	12	32	40	44	49	2	3	12000000.00	0	0	916837.00	0	1	18928.80	0	6	5241.80	0	20	248.40	0	334	133.70	0	392	66.60	0	1115	18.30	0	16441	20.70	0	17283	16.50	0	18981	11.40	0	91228	7.90	0	251810
15	11/04/2014	1	7	14	22	44	1	2	10000000.00	0	0	0.00	0	0	24960.90	0	5	3113.60	0	37	150.20	0	607	80.20	0	718	56.90	0	1432	16.50	0	19677	16.50	0	24002	12.20	0	28192	11.80	0	97543	7.30	0	301376
14	04/04/2014	10	16	28	30	33	4	6	57275841.60	0	1	227128.20	0	5	42180.90	0	7	2477.70	0	110	204.50	0	1055	98.70	0	1380	46.90	0	4116	14.00	0	55879	19.90	0	46735	13.60	0	60088	9.50	0	286038	8.00	0	644530
13	28/03/2014	10	32	35	38	45	4	5	47000000.00	0	0	464115.20	0	2	241339.90	0	1	3325.00	0	67	244.60	0	721	131.60	0	846	56.20	0	2804	15.50	0	42757	22.20	0	34174	15.50	0	41183	9.50	0	232096	8.40	0	507204
12	21/03/2014	8	18	35	38	42	4	6	40000000.00	0	0	346006.30	0	4	47930.50	0	4	2722.60	0	65	192.90	0	726	95.50	0	926	46.80	0	2674	14.50	0	34908	20.00	0	30093	13.30	0	39625	9.70	0	181433	8.30	0	407429
11	14/03/2014	6	7	9	13	30	4	7	34000000.00	0	0	0.00	0	0	28020.60	0	6	1939.80	0	80	142.60	0	861	71.70	0	1081	36.90	0	2978	11.40	0	39659	15.50	0	34020	11.40	0	40158	8.00	0	192485	6.80	0	432228
10	07/03/2014	7	14	15	20	39	1	8	29000000.00	0	0	567839.40	0	1	54756.30	0	5	3683.20	0	37	242.90	0	444	113.70	0	599	56.10	0	1720	15.00	0	26071	21.80	0	21271	13.10	0	30987	9.70	0	139216	8.50	0	304127
9	28/02/2014	2	17	21	22	45	1	5	24000000.00	0	0	161722.20	0	3	0.00	0	0	3326.80	0	35	237.50	0	388	110.40	0	527	59.00	0	1397	15.50	0	21588	21.80	0	18187	14.00	0	24787	9.80	0	118294	8.30	0	265694
8	21/02/2014	2	4	21	30	41	7	8	20000000.00	0	0	220746.70	0	2	114788.30	0	1	4238.30	0	25	247.40	0	339	134.40	0	394	67.10	0	1118	17.70	0	17132	22.50	0	16076	16.30	0	19464	11.70	0	90315	8.30	0	243649
7	14/02/2014	19	21	22	28	45	6	7	16000000.00	0	0	264739.30	0	3	34817.80	0	3	4820.90	0	20	221.80	0	344	120.50	0	400	59.70	0	1143	18.10	0	15308	20.70	0	15859	15.40	0	18746	11.90	0	80499	7.50	0	244647
6	07/02/2014	16	18	20	36	49	3	4	15000000.00	0	0	0.00	0	0	51021.60	0	2	6728.10	0	14	258.90	0	288	136.50	0	345	66.70	0	1000	17.60	0	15355	22.50	0	14284	16.70	0	16839	11.00	0	85566	8.30	0	215301
5	31/01/2014	12	17	29	39	40	5	6	13000000.00	0	0	380757.60	0	1	24749.20	0	4	3263.60	0	28	228.90	0	316	120.50	0	379	61.00	0	1061	17.20	0	15261	20.80	0	14942	14.70	0	18586	11.40	0	79807	7.80	0	222856
4	24/01/2014	4	28	30	36	46	3	7	11000000.00	0	0	360226.20	0	1	31219.60	0	3	3929.70	0	22	279.30	0	245	150.00	0	288	44.10	0	1386	14.10	0	21235	24.20	0	12196	14.10	0	14723	8.00	0	122560	8.00	0	191556
3	17/01/2014	4	7	17	25	29	2	4	10000000.00	0	0	120140.40	0	3	23427.30	0	4	1730.00	0	50	124.50	0	550	68.50	0	631	39.80	0	1536	13.00	0	19112	14.10	0	20876	10.30	0	25004	9.80	0	88057	6.50	0	250835
2	10/01/2014	8	18	22	33	40	2	8	17283821.50	0	1	102267.80	0	4	21271.70	0	5	2181.70	0	45	182.40	0	426	89.00	0	551	38.80	0	1791	12.80	0	23421	18.20	0	18416	12.80	0	21521	8.60	0	113381	7.60	0	244258
1	03/01/2014	1	16	34	36	37	4	6	15000000.00	0	0	254435.40	0	3	51348.40	0	2	4308.90	0	22	257.00	0	292	127.70	0	371	61.40	0	1093	16.10	0	17292	23.80	0	13571	16.10	0	17257	9.90	0	95743	9.00	0	199826
Archivio estrazioni EuroJackpot anno 2015 aggiornato al 25/12/2015
Concorso	Data	N.1	N.2	N.3	N.4	N.5	EN.1	EN.2	Q5+2	VI5+2	VT5+2	Q5+1	VI5+1	VT5+1	Q5+0	VI5+0	VT5+0	Q4+2	VI4+2	VT4+2	Q4+1	VI4+1	VT4+1	Q4+0	VI4+0	VT4+0	Q3+2	VI3+2	VT3+2	Q2+2	VI2+2	VT2+2	Q3+1	VI3+1	VT3+1	Q3+0	VI3+0	VT3+0	Q1+2	VI1+2	VT1+2	Q2+1	VI2+1	VT2+1
52	25/12/2015	8	9	33	34	36	3	9	40420093.54	0	0	481507.40	0	3	169943.70	1	3	4855.50	1	35	291.30	9	525	123.40	27	964	54.60	62	1867	17.70	1214	32091	17.70	866	26164	16.60	1517	43990	8.00	6437	165066	7.60	16379	421684
51	18/12/2015	11	19	27	32	42	5	9	32355522.92	0	0	451426.80	0	3	79663.50	0	6	2747.00	6	58	185.00	34	775	88.20	45	1264	51.30	116	1863	20.70	1111	23795	16.10	1450	29614	13.20	2585	51741	10.50	5585	117673	7.70	20285	392264
50	11/12/2015	34	36	37	39	49	8	10	24000000.00	0	0	1191136.20	0	1	105100.20	0	4	12739.40	0	11	286.60	20	440	126.20	30	777	85.10	40	988	32.70	555	13257	22.30	900	18827	16.50	1805	36318	15.50	3272	70366	9.60	13061	278326
49	04/12/2015	14	16	26	34	38	2	8	19026458.20	0	0	220909.00	0	5	97459.80	0	4	2165.70	2	60	168.00	38	696	81.70	41	1113	38.60	92	2015	16.00	1360	25306	16.00	1241	24171	13.70	1989	40492	7.70	7599	131807	7.70	18031	317347
48	27/11/2015	2	7	13	26	49	3	4	14000000.00	0	0	513350.80	0	2	60394.20	1	6	3660.20	2	33	151.80	39	716	79.60	70	1062	52.10	70	1391	19.40	1082	19218	12.70	1550	29042	12.70	2400	40151	9.90	5486	94490	6.20	21875	369145
47	20/11/2015	1	18	20	31	36	5	9	10000000.00	0	0	1016924.70	0	1	71782.90	0	5	6646.50	1	18	367.40	17	293	144.10	37	581	80.00	49	897	25.40	923	14557	22.40	988	15999	17.30	2020	29710	11.60	4836	80250	9.10	16387	250606
46	13/11/2015	19	23	26	27	49	3	10	32657956.90	0	1	1406004.20	0	1	99247.30	0	5	6892.10	0	24	278.70	30	534	120.20	49	963	76.40	65	1298	27.70	782	18474	18.40	1264	26881	13.90	2642	50840	13.10	4515	97968	7.90	19416	396986
45	06/11/2015	2	4	8	22	24	3	9	24981051.64	0	0	201592.50	0	6	26681.30	3	16	3234.10	5	44	174.00	32	736	57.00	134	1746	46.20	66	1848	18.40	1117	23884	15.70	1401	27138	11.10	3469	55078	9.20	5792	119590	7.60	18991	357412
44	30/10/2015	5	15	16	36	37	3	5	19119131.20	0	0	1116663.90	0	1	78823.30	0	5	3368.50	2	39	244.70	24	483	126.80	50	725	48.00	100	1642	17.00	1710	25847	17.00	1238	21830	17.00	1766	32290	7.70	8905	132468	7.20	10898	345700
43	23/10/2015	16	18	34	36	49	6	8	14389730.92	0	0	345488.00	0	3	91452.70	1	4	5806.50	1	21	224.80	42	488	112.10	47	761	59.70	72	1224	22.20	1061	17017	18.00	1141	20254	16.10	1729	32506	10.60	5746	89198	8.00	17442	288896
42	16/10/2015	11	19	38	42	46	3	9	10000000.00	0	0	1018326.30	0	1	119803.10	2	3	2549.00	1	47	233.80	21	461	102.30	46	819	54.70	59	1312	20.50	917	18031	19.10	1120	18775	15.30	2175	33518	9.40	5420	98478	8.40	16723	269394
41	09/10/2015	13	14	23	26	31	3	9	31579233.10	0	1	1295619.70	0	1	114319.30	0	4	4483.10	2	34	256.80	32	534	115.50	56	923	52.40	79	1743	17.60	1343	26828	17.00	1278	26850	14.20	2289	46078	8.90	6491	133195	7.40	20101	391180
40	02/10/2015	7	9	28	39	47	2	8	24434455.38	0	0	289530.00	1	4	51093.50	0	8	2620.10	1	52	174.10	37	704	83.00	81	1148	34.10	134	2393	14.70	1830	30555	14.70	1455	25730	13.20	2639	44341	7.20	8854	147159	7.20	22145	359405
39	25/09/2015	3	5	13	16	30	3	6	18838978.48	0	0	1060512.70	1	1	374298.60	0	1	2354.00	2	53	183.70	35	611	100.30	41	870	36.10	113	2069	13.80	1772	28534	13.80	1749	26539	13.80	2434	38628	7.20	8166	135051	6.80	22172	349262
38	18/09/2015	3	7	13	41	48	1	7	14347395.28	0	0	342156.10	0	3	181141.40	1	2	4164.10	0	29	207.40	29	524	112.10	54	754	45.50	85	1589	17.90	1476	20829	14.30	1571	25182	13.80	2425	37423	9.30	6962	100480	7.00	20900	328891
37	11/09/2015	7	22	27	30	31	5	7	10000000.00	0	0	253324.30	0	4	119211.40	1	3	3406.00	1	35	207.90	26	516	123.40	38	676	43.30	134	1650	15.30	1809	25802	15.30	1461	22658	15.30	1878	32156	7.40	8743	125366	6.90	22346	328167
36	04/09/2015	12	23	37	41	46	3	7	38878827.50	0	1	367408.50	0	4	367408.50	0	1	2101.80	2	76	227.10	34	633	121.80	40	918	34.10	135	2807	15.20	1822	39444	15.20	1328	27312	15.20	2109	42002	7.10	9667	205792	7.10	18702	393320
35	28/08/2015	5	8	33	34	46	3	8	31349962.60	0	0	247071.40	2	5	145336.10	2	3	4274.50	1	34	225.90	40	579	118.00	44	862	43.50	115	2004	15.60	1860	31792	15.60	1450	26149	15.60	2003	38884	7.10	9128	161872	7.10	21144	384119
34	21/08/2015	13	20	39	40	42	3	9	24525085.14	0	0	555413.90	0	2	196028.40	0	2	5681.90	1	23	264.90	20	444	121.00	29	756	57.20	61	1369	20.10	988	20076	19.90	951	19613	16.20	1769	34497	9.50	5398	106243	8.60	14415	289320
33	14/08/2015	1	7	27	28	41	2	6	18000000.00	0	0	363052.80	0	3	363052.80	0	1	4856.80	3	26	279.90	19	406	126.80	36	697	56.50	56	1341	18.20	1104	21543	18.20	1171	20580	14.80	2261	36625	8.50	6171	115476	7.70	17587	313173
32	07/08/2015	1	9	15	22	49	4	7	14000000.00	0	0	340571.40	0	3	120201.60	0	3	3535.30	0	34	215.00	0	503	110.20	0	763	38.50	0	1872	15.10	0	26759	15.10	0	21654	14.90	0	34486	7.20	0	140990	7.20	0	304651
31	31/07/2015	11	19	24	46	49	1	5	10000000.00	0	0	258055.30	0	4	91078.30	0	4	4670.60	0	26	254.10	0	430	104.30	0	815	58.70	0	1241	20.70	0	18114	18.90	0	19236	15.30	0	34041	9.90	0	95567	8.10	0	285435
30	24/07/2015	6	12	15	20	30	3	6	46154745.90	0	1	730911.10	0	2	57326.30	0	9	2262.80	0	76	181.60	0	852	91.60	0	1314	36.90	0	2795	15.70	0	34392	15.70	0	32388	14.30	0	51668	7.90	0	169329	7.50	0	432582
29	17/07/2015	6	21	30	37	44	1	3	37000000.00	0	0	724891.00	0	5	66618.30	0	7	5978.50	0	26	234.70	0	596	110.20	0	987	72.10	0	1292	24.60	0	19586	19.10	0	24319	15.90	0	41910	10.80	0	111257	8.30	0	354718
28	10/07/2015	12	35	36	39	47	3	6	30000000.00	0	0	0.00	0	0	428497.80	0	1	3570.80	0	40	248.10	0	518	119.40	0	837	47.40	0	1807	17.20	0	26922	17.20	0	23706	16.00	0	38264	7.90	0	142482	7.90	0	340164
27	03/07/2015	1	31	40	41	45	5	9	24000000.00	0	0	0.00	0	0	96098.20	0	4	8542.00	0	15	353.70	0	326	164.20	0	546	89.80	0	856	29.70	0	13332	25.00	0	15369	19.50	0	28191	12.20	0	81596	10.30	0	237602
26	26/06/2015	14	27	28	35	47	1	8	19000000.00	0	0	1052228.20	0	1	123791.50	0	3	5626.80	0	22	221.40	0	503	80.90	0	1070	59.40	0	1249	21.60	0	17687	17.00	0	21778	12.60	0	41989	10.10	0	95272	8.10	0	288882
25	19/06/2015	12	14	20	21	39	5	10	14000000.00	0	0	1043277.60	0	1	184107.80	0	2	5336.40	0	23	316.50	0	349	116.40	0	738	82.10	0	896	28.90	0	13128	20.20	0	18197	14.30	0	36907	13.60	0	69897	8.80	0	265549
24	12/06/2015	17	23	27	30	39	6	8	10000000.00	0	0	343003.60	0	3	121060.10	0	3	4174.40	0	29	228.80	0	476	101.30	0	836	59.70	0	1215	21.40	0	17518	16.30	0	22274	13.80	0	37650	10.20	0	91751	7.40	0	310588
23	05/06/2015	19	38	40	41	50	1	5	23251598.30	0	1	1182434.00	0	1	417329.60	0	1	6624.20	0	21	329.40	0	380	149.80	0	650	70.60	0	1181	24.30	0	17738	22.60	0	18390	18.80	0	31658	10.80	0	100373	9.10	0	289369
22	29/05/2015	1	6	16	28	38	1	6	16000000.00	0	0	585694.50	0	2	413431.40	0	1	2376.00	0	58	254.60	0	487	123.20	0	783	40.20	0	2055	19.80	0	21511	19.10	0	21545	15.70	0	37610	10.90	0	97882	8.20	0	319802
21	22/05/2015	8	23	24	39	50	1	5	10000000.00	0	0	394844.70	0	3	209035.40	0	2	4805.40	0	29	264.00	0	475	124.70	0	782	62.30	0	1341	21.70	0	19818	19.20	0	21724	15.00	0	39862	9.80	0	109855	8.10	0	325395
20	15/05/2015	12	14	18	38	46	9	10	90000000.00	0	1	7643519.60	0	3	201877.60	0	6	5530.80	0	73	267.50	0	1358	92.60	0	3050	77.80	0	3113	27.70	0	45170	20.20	0	59769	13.10	0	133744	13.10	0	237245	9.20	0	838201
19	08/05/2015	19	31	32	40	46	8	9	90000000.00	0	0	4323237.70	0	2	302864.90	0	4	5852.40	0	69	302.80	0	1200	137.80	0	2050	82.00	0	2952	28.80	0	43362	20.90	0	57715	17.40	0	99237	13.30	0	235211	8.80	0	867644
18	01/05/2015	8	24	25	30	50	4	6	75000000.00	0	0	2465617.50	0	1	217554.40	0	4	4834.50	0	60	273.90	0	953	124.00	0	1637	57.80	0	3011	19.50	0	46936	19.50	0	43483	16.40	0	75949	8.60	0	261882	8.20	0	670259
17	24/04/2015	4	17	27	33	46	3	9	62000000.00	0	0	291422.60	0	7	59998.70	0	12	2666.60	0	90	195.60	0	1104	87.50	0	1918	46.50	0	3093	18.50	0	40043	16.10	0	44622	13.10	0	78229	9.30	0	199730	7.60	0	600434
16	17/04/2015	5	6	13	20	33	3	8	51000000.00	0	0	313607.10	0	6	313607.10	0	1	2052.50	0	93	189.40	0	907	93.50	0	1428	37.20	0	3073	14.20	0	41937	14.20	0	39662	13.30	0	61263	7.30	0	201696	6.80	0	532167
15	10/04/2015	1	18	26	40	47	3	4	43000000.00	0	0	267013.10	0	5	94239.90	0	5	5066.60	0	31	276.00	0	512	131.50	0	836	71.10	0	1324	22.90	0	21213	19.80	0	23724	18.00	0	37419	10.00	0	121385	8.10	0	368157
14	03/04/2015	5	34	37	43	48	2	4	36000000.00	0	0	1167073.90	0	2	142263.10	0	3	6466.50	0	22	263.90	0	485	130.10	0	765	61.80	0	1380	20.80	0	21112	18.00	0	23634	16.60	0	36781	9.50	0	116504	7.60	0	354094
13	27/03/2015	3	26	31	33	50	3	9	29000000.00	0	0	0.00	0	0	99256.80	0	4	5514.20	0	24	293.30	0	406	123.00	0	753	63.20	0	1256	21.30	0	19251	19.40	0	20465	15.80	0	35938	10.10	0	101222	8.20	0	305353
12	20/03/2015	9	11	13	35	38	5	7	23000000.00	0	0	353403.70	0	3	124730.70	0	3	2969.70	0	42	205.90	0	545	104.10	0	838	36.40	0	2053	14.00	0	28191	14.00	0	26325	14.00	0	37894	7.10	0	136895	6.40	0	367093
11	13/03/2015	1	10	25	39	44	1	2	18000000.00	0	0	346533.60	0	3	61153.00	0	6	3706.20	0	33	271.70	0	405	123.10	0	695	67.40	0	1088	24.60	0	15386	18.70	0	19566	16.20	0	32293	11.70	0	80881	8.10	0	285995
10	06/03/2015	9	16	17	20	32	2	3	14000000.00	0	0	966523.50	0	1	170562.90	0	2	4548.30	0	25	235.20	0	435	129.60	0	614	56.70	0	1202	22.20	0	15873	15.70	0	22044	15.70	0	30514	10.80	0	82058	6.80	0	319094
9	27/02/2015	9	28	30	43	49	8	10	10000000.00	0	0	480633.50	0	2	339270.70	0	1	8077.80	0	14	291.60	0	349	110.50	0	716	98.70	0	687	34.70	0	10079	21.30	0	15900	16.00	0	32280	16.00	0	53090	9.10	0	235030
8	20/02/2015	1	16	18	29	44	2	7	49670283.00	0	1	307998.00	0	5	271762.90	0	2	3697.40	0	49	268.10	0	608	133.90	0	947	47.70	0	2277	17.40	0	34066	17.40	0	29096	16.50	0	46965	7.70	0	189366	7.70	0	437055
7	13/02/2015	3	7	14	46	48	6	9	40000000.00	0	0	1260783.60	0	3	72405.30	0	7	4223.60	0	40	318.70	0	477	119.90	0	986	79.00	0	1282	27.00	0	19341	20.00	0	25232	14.20	0	51033	12.90	0	101472	8.50	0	376728
6	06/02/2015	3	19	22	37	39	5	10	33000000.00	0	0	0.00	0	0	85754.80	0	5	6214.10	0	23	217.60	0	591	78.40	0	1335	78.40	0	1033	29.40	0	15063	17.90	0	23854	13.20	0	51776	13.20	0	78867	8.40	0	324533
5	30/01/2015	3	4	8	11	41	2	8	26000000.00	0	0	0.00	0	0	133111.90	0	3	3246.00	0	41	233.00	0	514	110.70	0	841	40.40	0	1976	14.70	0	29247	14.70	0	25757	14.70	0	38756	7.10	0	150687	7.10	0	352425
4	23/01/2015	2	13	14	30	32	1	3	22000000.00	0	0	347405.20	0	3	91960.20	0	4	5838.70	0	21	259.60	0	425	120.30	0	713	59.30	0	1240	20.60	0	18421	18.20	0	20146	15.90	0	33148	9.90	0	95867	7.60	0	305983
3	16/01/2015	1	4	14	32	48	5	6	17000000.00	0	0	320778.10	0	3	113215.80	0	3	4354.40	0	26	297.00	0	343	126.80	0	625	64.00	0	1060	22.10	0	15856	19.90	0	17014	16.40	0	29507	10.10	0	87266	8.20	0	262751
2	09/01/2015	13	19	20	27	41	5	9	13000000.00	0	0	441927.50	0	2	311948.80	0	1	3851.20	0	27	263.60	0	355	102.80	0	708	73.40	0	849	25.90	0	12445	18.60	0	16700	13.30	0	33419	12.80	0	63308	8.20	0	239569
1	02/01/2015	16	29	38	42	48	5	6	10000000.00	0	0	440355.50	0	2	103613.00	0	3	3837.50	0	27	256.80	0	363	126.70	0	572	62.60	0	993	22.50	0	14226	19.20	0	16184	16.90	0	26347	10.30	0	78214	8.30	0	236538
Archivio estrazioni EuroJackpot anno 2016 aggiornato al 30/12/2016
Concorso	Data	N.1	N.2	N.3	N.4	N.5	EN.1	EN.2	Q5+2	VI5+2	VT5+2	Q5+1	VI5+1	VT5+1	Q5+0	VI5+0	VT5+0	Q4+2	VI4+2	VT4+2	Q4+1	VI4+1	VT4+1	Q4+0	VI4+0	VT4+0	Q3+2	VI3+2	VT3+2	Q2+2	VI2+2	VT2+2	Q3+1	VI3+1	VT3+1	Q3+0	VI3+0	VT3+0	Q1+2	VI1+2	VT1+2	Q2+1	VI2+1	VT2+1
52	30/12/2016	27	30	45	47	50	1	9	90000000.00	0	0	2656767.00	0	5	215163.30	0	5	5433.40	1	66	308.20	18	1047	129.50	30	1938	79.70	48	2699	26.90	744	41219	22.70	998	47333	17.30	1848	89106	12.20	4824	227893	9.40	15596	725005
51	23/12/2016	13	27	30	42	46	3	4	83495515.10	0	0	662337.80	0	4	155844.20	0	6	4329.00	0	72	201.80	38	1390	108.90	55	2002	60.10	57	3109	21.80	944	44188	15.90	1325	58727	15.70	1949	85122	10.20	5161	237236	7.20	19484	817074
50	16/12/2016	2	3	24	25	34	6	8	69265239.16	0	0	696069.70	0	3	105287.80	0	7	5459.30	0	45	268.60	19	823	110.80	40	1552	64.10	77	2299	21.60	1039	35241	18.80	1141	39064	14.50	2077	72685	10.10	5776	188939	7.50	17854	619252
49	09/12/2016	12	17	29	44	50	2	10	57000000.00	0	0	607948.60	0	3	128742.00	0	5	4470.20	1	48	252.70	26	764	104.80	49	1432	69.70	50	1847	25.90	722	25677	19.00	982	33792	14.00	2037	65690	12.60	3447	132455	8.50	14155	480835
48	02/12/2016	1	20	39	48	50	3	7	47651115.08	0	0	568696.60	0	3	301074.70	0	2	4363.40	2	46	307.70	18	587	143.20	21	981	53.40	74	2255	18.80	1375	36747	18.80	1148	28375	18.30	1494	46931	8.10	8371	231246	8.10	16278	430797
