Archivio estrazioni EuroJackpot anno 2012 aggiornato al 28/12/2012
Concorso	Data	N.1	N.2	N.3	N.4	N.5	EN.1	EN.2	Q5+2	VI5+2	VT5+2	Q5+1	VI5+1	VT5+1	Q5+0	VI5+0	VT5+0	Q4+2	VI4+2	VT4+2	Q4+1	VI4+1	VT4+1	Q4+0	VI4+0	VT4+0	Q3+2	VI3+2	VT3+2	Q2+2	VI2+2	VT2+2	Q3+1	VI3+1	VT3+1	Q3+0	VI3+0	VT3+0	Q1+2	VI1+2	VT1+2	Q2+1	VI2+1	VT2+1
37	17/09/2021	14	17	20	27	32	3	7	11199038.28	0	0	615218.00	0	3	93058.10	0	7	2360.10	1	92	224.80	22	869	112.50	37	1351	32.70	90	3981	14.10	1212	57000	14.10	839	40396	14.10	1235	62135	6.80	5855	285185	6.80	12782	571548
36	10/09/2021	2	14	18	23	42	5	10	49327084.70	0	1	1170614.70	0	2	91812.90	1	9	5987.70	0	46	249.10	19	995	105.40	36	1828	66.40	37	2486	24.00	604	35448	19.10	687	43181	13.50	1305	87122	11.50	3076	186003	8.30	10307	627309
35	03/09/2021	5	9	20	44	48	4	10	36298421.98	0	0	360915.20	0	6	84921.20	0	9	5307.50	0	48	314.90	13	728	121.80	25	1463	75.70	28	2018	26.20	422	30069	21.10	665	36147	15.40	1460	71081	12.30	2529	160581	8.70	9538	554823
34	27/08/2021	19	20	22	25	42	4	6	24253587.96	0	0	999239.00	0	2	141069.00	0	5	4702.30	2	50	280.60	16	754	131.20	21	1254	56.80	41	2482	19.20	667	38232	19.20	652	36132	16.00	1154	63120	8.80	3405	206501	8.10	9996	550999
33	20/08/2021	8	31	34	36	45	8	10	13116151.00	0	0	468374.00	0	4	94461.90	0	7	7600.30	1	29	314.30	6	631	128.30	15	1202	80.80	27	1636	28.00	473	24342	22.10	490	29872	17.00	887	55553	12.80	2358	133439	9.00	8614	466555
32	13/08/2021	4	31	39	43	46	1	4	45000000.00	0	2	836537.40	0	8	115668.60	0	11	4284.00	2	99	323.70	12	1179	132.00	20	2249	72.80	26	3494	26.10	554	50326	21.40	594	59345	17.10	1097	106423	11.80	2854	280079	8.90	9129	901082
31	06/08/2021	16	19	21	29	36	1	7	73727548.90	0	0	314623.60	0	9	124924.10	0	8	5373.00	2	62	222.90	26	1345	97.20	40	2397	58.80	39	3394	21.20	739	48638	17.10	961	58260	13.50	1838	105545	10.10	3670	254802	7.70	12710	819050
30	30/07/2021	5	14	39	43	44	1	6	58255354.18	0	0	408335.70	0	6	172942.10	0	5	8006.50	1	36	318.20	13	815	127.00	20	1588	74.00	29	2337	24.80	470	35931	22.10	489	38954	16.10	1008	76914	11.20	3161	200103	9.10	8326	604323
29	23/07/2021	13	33	42	48	50	3	9	44762134.28	0	0	541343.60	0	4	152849.90	0	5	3489.70	1	73	255.80	14	896	121.20	16	1471	51.20	63	2982	18.40	692	42847	18.40	654	41531	15.80	1190	69243	9.00	3584	220694	8.10	9710	593819
28	16/07/2021	9	14	24	37	39	4	9	32714267.00	0	0	675175.40	0	3	89361.40	1	8	3055.00	0	78	227.90	9	941	97.30	34	1714	48.10	54	2972	18.60	718	39694	17.00	676	41963	14.50	1209	70575	9.40	3410	197634	7.70	10148	589414
27	09/07/2021	8	14	15	20	31	8	9	21399218.82	0	0	271578.40	0	7	167739.60	0	4	5885.60	1	38	250.00	17	805	111.50	22	1403	72.60	41	1848	25.70	574	26974	17.90	872	37454	15.30	1275	62788	12.30	2933	141628	7.80	11416	541485
26	02/07/2021	4	5	10	25	31	4	6	10786542.24	0	0	447260.50	0	4	78928.30	0	8	3450.40	0	61	182.60	32	1037	82.80	67	1778	44.80	70	2816	17.60	751	36971	15.30	1137	41217	12.40	1860	72688	8.80	3675	185205	7.60	11981	526729
25	25/06/2021	4	17	22	30	47	1	8	48195035.90	0	1	318878.70	0	7	52521.10	0	15	4103.20	1	64	226.30	25	1044	86.70	47	2120	62.50	45	2521	23.00	637	35348	18.20	926	43186	13.70	1685	82059	10.90	3266	186832	8.20	11452	607012
24	18/06/2021	11	14	44	46	49	7	10	35785819.62	0	0	416379.80	0	5	122464.60	0	6	5831.60	1	42	290.00	19	760	129.90	39	1319	77.10	46	1905	26.10	586	29064	21.50	670	34108	16.90	1254	62273	12.30	2802	154507	8.60	10198	543617
23	11/06/2021	8	20	23	48	50	8	9	24139311.48	0	0	986175.00	0	2	232041.10	0	3	6271.30	1	37	281.40	17	742	124.50	47	1304	79.10	48	1758	26.10	620	27518	19.30	789	35911	16.90	1253	58975	12.60	2959	143236	8.10	12470	542977
22	04/06/2021	13	17	26	49	50	1	7	13122105.42	0	0	373919.90	0	5	131971.70	0	5	4887.80	2	45	239.90	22	825	123.10	23	1250	56.60	56	2328	20.30	857	33537	18.50	860	35584	15.60	1449	60343	9.90	3941	172640	7.90	11722	530469
21	28/05/2021	15	26	35	37	43	3	8	90000000.00	0	1	2724741.30	0	5	105992.40	1	12	3475.10	0	122	226.70	16	1683	107.10	23	2770	44.60	59	5696	16.90	956	78864	16.90	837	73269	15.30	1282	118711	7.90	5583	421082	7.90	11888	1010700
20	21/05/2021	2	12	15	33	39	4	9	80380822.68	0	0	510740.60	0	6	135196.00	0	8	3466.50	0	104	220.40	28	1472	103.50	34	2436	49.10	50	4405	18.20	884	61247	16.90	896	63807	14.10	1336	109633	9.10	4279	307878	7.60	12301	902278
19	14/05/2021	1	15	29	42	50	3	6	63467963.28	0	0	301615.40	0	9	119759.00	0	8	4838.70	3	66	276.10	15	1041	123.80	26	1805	63.00	38	3038	21.30	709	46403	21.00	681	45425	17.00	1207	80339	9.10	4532	270790	8.80	10465	686176
18	07/05/2021	3	7	19	27	29	7	10	48476464.40	0	0	151258.00	0	16	50244.80	0	17	2819.00	5	101	113.80	41	2251	56.30	76	3538	54.50	71	3132	22.20	785	39606	11.90	1449	71533	11.10	2122	122062	11.10	3130	185877	6.60	14927	817249
17	30/04/2021	23	27	34	40	43	5	7	35066603.90	0	0	275980.90	0	8	86582.20	0	9	3710.60	1	70	231.60	24	1009	115.00	28	1580	47.10	58	3303	17.80	787	45186	17.20	796	45289	15.50	1159	71999	8.60	4422	233926	7.70	10770	640919
16	23/04/2021	3	6	11	14	49	1	5	22759799.14	0	0	339622.90	0	6	102743.00	0	7	4358.70	0	55	244.60	25	882	103.00	24	1628	60.20	47	2388	21.70	711	34217	17.10	892	41960	13.50	1705	76248	10.70	3482	173188	7.60	12598	594831
15	16/04/2021	12	19	20	28	31	6	9	11415516.42	0	0	627610.80	0	3	110754.80	0	6	3516.00	2	63	178.40	33	1117	77.20	60	2008	49.40	80	2685	19.90	856	34386	15.20	1118	43710	12.30	1976	76862	10.20	3851	168065	7.50	13230	559816
14	09/04/2021	11	18	23	29	32	3	7	49162255.50	0	1	1199093.00	0	2	141069.70	0	6	2000.90	5	141	186.10	21	1364	94.90	29	2080	29.90	114	5659	13.50	1257	72783	13.50	1073	56321	13.50	1428	87851	6.80	6138	350887	6.80	13529	757893
13	02/04/2021	1	3	4	36	43	2	3	35893721.18	0	0	2167645.60	0	1	95631.40	0	8	5795.80	1	44	289.40	21	793	141.00	20	1266	67.80	51	2255	23.70	664	33337	18.50	766	41207	17.10	1128	63893	11.00	3473	180370	7.50	12108	644257
12	26/03/2021	7	38	41	44	50	1	8	23743142.70	0	0	516794.50	0	4	243197.40	0	3	4676.80	0	52	301.90	12	725	121.50	24	1400	71.10	31	2050	24.80	556	30387	21.20	563	34346	16.60	1139	62752	11.30	3102	167631	8.90	9352	517116
11	19/03/2021	3	11	19	34	37	8	9	12191023.00	0	0	175465.50	0	11	85152.40	0	8	5975.60	1	38	171.70	30	1190	83.40	38	1905	72.20	39	1885	25.90	580	27176	14.60	1069	46642	12.50	1639	78351	12.50	2900	140538	6.90	13318	619857
10	12/03/2021	6	11	18	26	34	5	8	63605426.90	0	1	556722.10	0	5	75573.10	0	13	2619.80	3	125	183.10	19	1609	83.40	43	2746	42.00	69	4671	16.60	986	60999	15.40	1026	63567	12.90	1509	108440	8.00	5159	316653	7.40	12863	838595
9	05/03/2021	9	23	34	40	42	1	4	48317658.30	0	0	351855.30	0	7	289763.20	0	3	4673.60	2	62	240.50	20	1084	100.00	23	2027	73.80	26	2354	25.70	448	34831	19.10	662	45358	14.70	1212	84655	11.90	2708	189611	8.50	9608	650003
8	26/02/2021	3	13	24	29	32	1	7	34651134.66	0	0	1122869.80	0	2	99076.70	0	8	3885.30	3	68	207.40	12	1146	87.60	27	2110	55.40	38	2860	20.20	678	40450	15.60	752	50595	12.70	1394	88937	10.20	3463	200562	7.30	10936	686155
7	19/02/2021	27	35	36	38	41	5	7	22181735.08	0	0	414476.60	0	5	121904.80	1	6	4203.60	1	58	276.30	16	794	130.80	27	1304	56.70	47	2578	19.10	654	39975	19.10	575	37821	17.30	902	60428	8.60	4256	219188	8.10	9488	573547
6	12/02/2021	15	18	24	27	44	2	7	10696176.10	0	0	312949.00	0	6	165678.90	0	4	2832.10	1	78	181.80	13	1093	97.80	36	1581	42.10	59	3143	15.60	881	43869	15.30	867	43162	13.90	1316	68140	7.90	4257	217025	7.10	11910	588195
5	05/02/2021	2	3	16	33	46	2	10	11023761.80	0	1	322395.30	0	6	113786.50	0	6	4644.30	0	49	259.20	15	790	96.30	31	1654	67.80	40	2011	24.50	514	28731	19.20	623	35500	14.60	1332	66941	11.90	2854	148682	8.50	9981	511044
4	29/01/2021	16	30	33	36	43	4	8	11125843.80	0	1	561929.00	0	7	138115.90	0	5	4513.50	2	51	228.10	14	908	121.20	32	1329	51.80	47	2662	18.80	717	39684	18.80	611	34733	16.80	1048	58690	8.30	4203	218928	8.30	8998	519953
3	22/01/2021	38	40	41	46	48	2	6	13778438.60	0	1	0.00	0	0	116285.90	0	6	5672.40	0	41	336.50	3	622	148.40	24	1097	78.90	25	1767	24.90	510	28872	24.90	410	27992	20.00	777	49787	10.40	2952	173387	9.80	7467	450222
2	15/01/2021	10	19	32	36	46	4	6	88618590.00	0	1	1146823.90	0	7	94948.40	0	14	4713.70	0	94	277.10	18	1439	121.70	42	2547	55.10	47	4817	19.20	790	71484	19.20	776	68801	16.00	1435	118958	9.10	4129	376379	8.30	11163	1014152
1	08/01/2021	8	22	25	38	50	8	9	74024966.82	0	0	270341.00	0	11	55239.90	0	19	5221.60	0	67	196.40	27	1603	97.50	26	2511	72.00	35	2915	25.10	589	43058	17.00	915	61681	14.70	1394	101893	12.20	3221	223174	7.70	12627	858814
53	01/01/2021	17	36	38	43	46	4	6	57789434.54	0	0	421292.90	0	6	297383.20	0	3	4796.50	1	62	288.10	7	929	123.30	14	1688	52.20	44	3417	19.30	562	48121	19.30	497	45422	16.60	760	76881	9.10	3302	254184	8.40	7925	669714
Archivio estrazioni EuroJackpot anno 2022 aggiornato al 30/12/2022
Concorso	Data	N.1	N.2	N.3	N.4	N.5	EN.1	EN.2	Q5+2	VI5+2	VT5+2	Q5+1	VI5+1	VT5+1	Q5+0	VI5+0	VT5+0	Q4+2	VI4+2	VT4+2	Q4+1	VI4+1	VT4+1	Q4+0	VI4+0	VT4+0	Q3+2	VI3+2	VT3+2	Q2+2	VI2+2	VT2+2	Q3+1	VI3+1	VT3+1	Q3+0	VI3+0	VT3+0	Q1+2	VI1+2	VT1+2	Q2+1	VI2+1	VT2+1
92	30/12/2022	3	37	45	47	50	5	10	21842418.46	0	0	0.00	0	0	538671.00	0	2	5732.40	2	31	418.30	6	531	155.40	16	1143	169.40	27	1442	25.00	384	22598	24.10	473	26228	20.70	1066	57764	11.80	2384	126542	11.00	7426	409152
91	27/12/2022	28	33	34	37	44	4	11	13701972.16	0	0	884360.00	0	1	249368.90	0	2	11752.20	0	7	412.90	10	249	138.00	17	596	194.60	8	581	30.90	190	8477	22.50	268	12983	18.10	668	30548	15.70	935	44146	10.70	4113	193876
90	23/12/2022	9	34	35	42	44	6	11	10000000.00	0	0	863885.10	0	2	487191.00	0	2	10714.80	0	15	425.60	7	472	136.50	14	1177	241.50	13	915	38.80	242	13170	26.10	370	21896	18.70	959	58601	18.70	1419	71490	12.30	5743	331427
89	20/12/2022	6	11	26	43	49	5	8	21208281.00	1	1	446255.60	0	6	113226.70	0	5	3012.30	2	31	249.40	8	468	98.40	16	943	98.40	31	1309	18.30	442	16758	18.30	457	17633	17.10	872	36854	9.20	2519	92275	9.20	6481	248476
88	16/12/2022	9	14	15	20	47	8	12	17006052.16	0	0	1673668.02	0	0	314623.60	0	3	8194.20	0	19	418.50	9	465	125.50	24	1240	264.60	27	809	40.80	290	12143	24.20	519	22847	18.90	1326	59233	18.90	1449	65754	11.50	7339	343390
87	13/12/2022	3	13	33	36	47	3	11	10000000.00	0	0	186272.60	0	5	131311.30	0	4	3609.90	0	24	208.60	18	519	92.70	25	934	133.20	23	894	26.90	229	10254	15.30	563	20147	14.50	1017	40415	14.50	1027	49841	9.40	5597	232452
86	09/12/2022	6	8	13	21	32	3	6	75871601.70	0	1	745969.40	0	3	210346.00	0	6	3469.60	1	60	242.20	13	1074	103.80	25	1897	103.80	42	2865	17.40	547	37921	16.20	680	46414	16.20	1165	86009	9.60	2627	181496	8.40	8985	621948
85	06/12/2022	8	12	37	44	47	7	10	65155583.80	0	0	629024.20	0	2	177370.20	0	4	7801.80	0	15	292.50	16	500	114.90	20	1018	157.90	20	1019	26.30	281	14183	19.70	434	21061	17.30	928	45485	13.40	1462	73652	9.50	6602	309871
84	02/12/2022	6	12	25	48	49	11	12	57740410.33	0	0	3162954.90	0	1	114878.10	0	10	7018.10	0	27	457.20	7	518	100.40	28	1887	223.00	24	1168	36.80	284	16380	28.50	425	23660	16.90	1649	87006	16.90	1465	83250	14.50	5693	330607
83	29/11/2022	9	16	32	37	46	7	12	48006887.04	0	0	0.00	0	0	70553.10	0	9	13092.30	0	8	337.40	4	388	111.30	14	941	223.90	7	643	34.20	170	9755	22.80	305	16322	17.70	767	39878	16.80	1005	52493	11.00	4780	239441
82	25/11/2022	4	6	8	42	48	6	11	41313201.04	0	0	932852.90	0	2	131521.40	0	8	7888.80	1	22	406.20	13	534	127.00	37	1366	246.50	21	968	38.00	284	14556	23.40	526	26415	18.20	1214	67508	18.20	1407	77238	11.30	7132	387418
81	22/11/2022	11	20	23	37	46	9	11	32381437.88	0	0	1044658.60	0	1	73642.30	1	8	10797.50	0	9	318.80	11	381	106.40	16	913	201.50	11	663	32.70	194	9466	21.00	328	16409	16.70	903	39806	16.70	1008	48150	10.60	5300	230774
80	18/11/2022	13	14	25	28	42	11	12	26100767.48	0	0	1790411.90	0	1	144244.10	0	7	9252.70	0	18	491.00	9	424	96.50	31	1725	261.40	14	876	42.10	233	12601	29.20	355	20264	16.80	1287	83335	16.80	1295	66766	14.80	5202	283926
79	15/11/2022	1	7	11	33	48	9	12	17532895.94	0	0	508079.50	0	2	191022.10	0	3	6751.80	0	14	307.70	6	384	99.90	18	946	218.80	11	594	35.80	155	8403	20.70	362	16202	16.00	1222	44982	16.00	881	44408	10.60	5387	226053
78	11/11/2022	11	15	24	28	41	3	12	11266100.74	0	0	379720.90	0	5	356908.20	0	3	5887.10	0	30	346.50	10	637	110.20	28	1602	244.50	16	993	37.70	281	14931	21.60	449	29049	17.60	1280	73542	17.60	1301	78305	10.60	7229	421433
77	08/11/2022	15	17	23	35	38	4	9	120000000.00	0	1	1209751.50	0	17	53073.30	0	33	1729.90	2	167	192.20	15	1878	77.50	40	3726	89.70	31	4425	17.90	388	51317	15.70	529	65400	14.60	1042	132770	9.90	2081	244939	8.90	7006	819307
76	04/11/2022	7	9	40	48	49	7	8	120000000.00	0	0	4865344.00	0	5	296265.40	0	8	6515.80	1	60	362.20	6	1349	144.00	17	2714	162.20	34	3314	24.90	563	49987	20.60	636	67454	20.20	1080	130582	12.20	3199	268471	9.10	10754	1086581
75	01/11/2022	18	32	39	42	44	4	7	120000000.00	0	0	1794887.20	0	2	266044.00	0	5	3482.80	1	63	305.40	7	898	115.60	17	1887	115.60	28	2620	19.50	286	35956	19.50	315	39987	17.70	629	83467	9.80	1849	190890	9.80	4559	560148
74	28/10/2022	4	5	21	30	43	5	11	107896780.28	0	0	1083615.80	0	3	183332.60	0	10	6574.00	0	46	342.30	9	1104	116.30	24	2598	208.10	24	1998	32.40	302	29719	22.10	526	48706	17.10	1158	118795	16.00	1574	158997	10.70	7878	713537
73	25/10/2022	17	26	35	37	39	3	4	92493325.04	0	0	559393.40	0	3	189283.10	0	5	4460.20	0	35	257.00	8	759	109.60	19	1424	138.30	19	1551	24.10	243	20582	16.80	463	33925	16.80	806	61687	12.50	1348	105272	8.80	6255	446475
72	21/10/2022	2	11	18	47	49	2	7	82890844.40	0	0	602950.10	0	4	226690.50	0	6	3936.00	2	57	317.60	28	883	116.90	33	1730	116.90	50	2826	18.80	640	40022	18.80	711	41263	18.80	1095	79557	9.20	2834	205185	9.10	9448	620866
71	18/10/2022	13	18	24	34	50	5	6	71395573.50	0	0	1299057.00	0	1	366303.80	0	2	5035.10	2	24	315.30	14	479	124.80	23	968	154.50	26	1075	23.10	360	16659	18.70	402	23009	17.30	801	47004	11.80	1717	85687	9.10	6593	333873
70	14/10/2022	3	5	8	10	44	7	12	63747452.92	0	0	523155.70	0	4	98345.10	0	12	8848.30	1	22	273.40	17	890	81.50	43	2387	220.80	25	1212	37.50	284	16505	19.60	662	35231	16.20	1892	95542	16.20	1372	86263	10.10	8469	488633
69	11/10/2022	7	35	36	39	47	3	8	54479417.68	0	0	996435.80	0	3	209050.70	0	3	5747.10	0	18	376.90	8	343	124.60	15	780	124.60	21	1191	19.60	352	17277	19.60	306	18245	18.40	747	37941	9.50	2034	93535	9.50	5601	274076
68	07/10/2022	16	17	26	30	35	3	9	49824266.32	0	0	0.00	0	0	1058678.00	0	1	4850.70	4	36	353.70	6	617	137.80	17	1190	137.80	49	1819	19.80	476	28826	19.80	475	30640	18.80	1083	62551	9.40	2635	160942	9.40	7297	463250
67	04/10/2022	17	42	43	48	49	3	7	41000000.00	0	0	477366.90	0	2	134606.30	0	4	4229.10	0	21	361.60	4	307	137.30	9	592	137.30	19	944	20.70	405	16133	20.70	273	13548	20.70	594	28185	9.50	2525	95321	9.50	5078	218665
66	30/09/2022	8	12	15	17	46	1	8	37969477.48	0	0	885350.60	0	2	499296.50	0	2	4575.40	0	36	309.60	16	665	120.10	28	1371	144.30	38	1569	21.60	502	24206	18.30	717	32054	16.60	1288	66894	11.30	2157	122096	9.00	9250	459626
65	27/09/2022	15	23	26	31	44	1	8	30557239.48	0	0	903971.50	0	1	127449.40	1	4	4946.40	0	17	292.70	10	359	108.20	17	777	145.40	18	795	25.40	214	10514	19.70	318	15153	16.70	710	33827	12.60	1358	56110	9.90	5091	214040
64	23/09/2022	20	30	38	39	44	2	12	26773172.56	0	0	1225601.50	0	2	307528.70	0	3	8951.70	0	17	480.30	6	396	138.70	17	1097	265.80	18	787	43.30	165	11191	28.40	267	19087	20.60	834	50966	20.60	1137	60945	12.60	5081	304079
63	20/09/2022	2	13	22	36	40	3	5	19925109.64	0	0	0.00	0	0	114944.50	0	4	6894.50	1	11	286.40	5	331	114.70	12	661	133.50	16	781	21.40	330	11282	18.60	307	14462	18.10	701	28206	10.40	1703	61129	9.20	5134	208555
62	16/09/2022	16	25	27	41	45	3	9	16512322.60	0	0	1555721.50	0	1	146225.70	1	6	4522.40	0	32	348.50	14	519	134.00	20	1035	134.00	37	1529	20.20	421	23609	20.20	459	24566	19.90	910	48917	9.60	2364	130891	9.60	6694	374488
61	13/09/2022	20	22	26	34	40	8	12	10000000.00	0	0	761974.70	0	1	429718.20	0	1	7875.70	0	9	385.20	5	230	131.00	14	541	241.20	11	404	36.50	163	6189	24.40	294	10325	18.60	698	25663	18.50	726	32162	11.30	4345	158309
60	09/09/2022	9	18	26	41	43	4	9	20058411.50	0	1	804775.30	0	2	302570.50	0	3	3743.10	2	40	307.30	16	609	118.70	16	1261	119.60	32	1721	19.60	471	24757	19.60	494	26720	18.50	1040	54528	9.60	2261	131217	9.50	7642	397661
59	06/09/2022	6	10	11	20	38	3	9	13000000.00	0	0	413557.20	0	2	413557.20	0	1	5676.50	0	13	268.90	11	343	100.90	24	731	122.80	29	826	19.20	358	12206	17.70	437	14811	15.70	1038	31662	9.60	1799	64515	9.00	6076	206748
58	02/09/2022	2	5	11	22	24	7	12	10000000.00	0	0	305818.20	0	5	53896.00	1	16	6465.50	0	22	222.60	22	835	63.20	57	2250	222.60	17	842	40.60	228	11154	17.00	617	29755	15.80	1686	79328	15.80	1211	56656	9.60	7822	372388
57	30/08/2022	18	27	41	45	49	7	9	20059640.50	0	1	822316.70	0	1	77291.40	0	6	4249.60	0	18	323.00	6	296	133.00	7	575	138.90	25	757	24.40	288	9992	19.50	332	13985	19.50	628	26271	11.60	1491	55197	9.80	5174	197823
56	26/08/2022	2	6	18	29	37	10	12	16617384.28	0	0	395204.80	0	4	63679.10	0	14	10503.70	0	14	374.30	8	491	87.70	26	1675	242.10	16	835	42.70	195	10970	25.20	365	20724	17.40	1171	70333	17.40	1016	57767	12.60	5103	294470
55	23/08/2022	2	9	18	21	39	4	10	10000000.00	0	0	199121.20	0	4	199121.20	0	2	7106.10	1	10	263.50	6	337	93.50	17	760	144.70	18	675	25.20	216	8969	18.80	338	13441	15.40	928	30963	13.00	1099	46107	9.70	4686	185288
54	19/08/2022	4	13	32	39	41	6	8	16818418.00	0	1	407211.00	0	4	153098.70	0	6	5411.40	0	28	288.70	13	656	125.20	18	1210	154.30	30	1350	23.70	348	20342	20.30	396	26463	18.60	837	54884	11.30	2062	113080	9.70	6545	392428
53	16/08/2022	4	17	32	34	49	4	9	10000000.00	0	0	797906.10	0	1	89996.30	0	5	2650.80	0	28	262.80	3	353	102.00	12	727	107.70	22	947	18.50	306	12765	18.50	339	14181	17.20	586	29085	9.70	1529	64054	9.50	4538	197236
52	12/08/2022	14	32	34	38	46	2	5	45691514.80	0	1	472480.70	0	4	213165.70	0	5	3516.10	1	50	293.70	9	748	102.50	20	1715	129.70	25	1863	22.40	335	24956	18.80	425	33298	17.20	886	68897	10.90	2138	135865	9.90	6124	446451
51	09/08/2022	23	26	36	40	44	5	10	36733366.82	0	0	981211.10	0	1	276678.70	0	2	7021.10	0	13	345.70	8	330	132.20	12	690	165.10	11	760	24.40	259	11899	22.40	289	14507	18.40	647	33343	12.00	1550	63866	10.60	4413	217300
50	05/08/2022	10	12	17	31	49	2	8	30672931.74	0	0	257580.30	1	7	92440.20	1	11	3900.60	0	43	280.20	8	748	109.90	26	1525	111.60	22	2065	18.00	477	30026	18.00	616	32536	16.80	1349	67289	9.00	2572	157898	9.00	8417	465797
49	02/08/2022	6	11	39	40	47	7	8	22136838.62	0	0	467350.90	0	2	105425.60	0	5	6688.30	0	13	365.90	9	297	141.60	19	614	182.50	12	655	26.40	306	10474	22.00	366	14061	20.60	649	28434	12.20	1748	59878	9.90	5456	222373
48	29/07/2022	14	26	29	46	50	10	11	17076983.32	0	0	845306.30	0	2	136203.80	0	7	12097.40	2	13	399.50	6	492	126.30	26	1245	284.10	11	761	46.80	189	10695	26.60	367	21040	20.40	1025	59755	20.40	947	56802	13.00	5335	304960
47	26/07/2022	1	2	7	24	25	2	5	10000000.00	0	0	189686.00	1	5	178290.10	0	3	2940.80	0	30	202.30	17	545	89.60	19	984	97.20	40	1248	17.70	467	15809	15.10	502	20779	15.00	953	39450	10.20	1815	72628	8.30	6199	266953
46	22/07/2022	1	11	17	19	33	3	7	120000000.00	0	1	2985189.10	0	8	128541.50	1	18	1898.70	3	201	234.60	13	2033	81.80	40	3861	81.80	75	7207	15.00	997	90352	15.00	998	87765	15.00	1773	165165	8.20	4419	419953	8.20	11361	1148078
45	19/07/2022	20	23	24	37	43	9	10	120000000.00	0	0	891788.00	0	4	154760.20	0	9	5743.60	0	40	328.20	6	875	117.80	12	1950	174.20	15	1813	28.30	233	25789	20.50	336	39799	17.50	741	88606	14.20	1202	136298	9.90	5265	587714
44	15/07/2022	9	11	16	19	32	3	5	107385756.86	0	0	790664.20	0	4	148632.60	0	12	3381.60	1	87	253.20	26	1452	102.30	39	2875	108.10	41	3741	18.40	625	50806	16.10	832	64903	16.00	1517	124085	10.00	3047	247010	8.30	10130	894123
43	12/07/2022	3	16	26	30	47	1	2	92524496.32	0	0	340524.60	0	5	340524.60	0	2	8339.90	0	17	317.60	11	558	111.40	24	1272	180.00	10	1083	28.30	238	15914	20.90	330	24088	17.40	783	54734	13.60	1344	87392	10.30	5323	348168
42	08/07/2022	6	10	22	30	36	8	10	83696115.60	0	0	464190.60	0	5	163613.70	0	8	3040.80	1	71	264.00	11	1022	97.30	29	2217	158.40	25	1874	26.50	354	25947	18.30	623	41876	16.50	1235	88143	13.70	1894	132435	9.60	8078	570120
41	05/07/2022	7	16	28	36	43	2	11	72759199.12	0	0	164290.40	0	7	43237.60	0	15	4651.20	2	23	258.10	5	518	76.50	21	1397	167.90	13	876	29.60	176	11517	20.30	329	18765	15.00	861	48156	15.00	887	59797	10.50	4669	257404
40	01/07/2022	4	10	24	34	35	7	8	65784308.74	0	0	501827.90	0	4	283007.60	0	4	8118.50	2	23	351.50	8	664	140.10	18	1332	152.00	30	1689	24.10	419	24600	19.10	505	35032	19.10	882	65606	11.80	2419	133136	8.80	8143	532782
39	28/06/2022	2	10	23	29	50	3	10	56360750.66	0	0	952311.20	0	1	89509.80	0	6	4026.60	2	22	286.10	11	387	112.50	23	787	147.80	17	824	23.20	306	12153	19.00	444	16549	17.20	849	34728	11.90	1342	62376	9.50	5838	234856
38	24/06/2022	13	24	30	35	48	4	5	50400856.88	0	0	917865.60	0	2	258816.70	0	4	6567.90	1	26	284.20	22	751	113.90	18	1499	142.20	16	1651	23.30	333	23313	17.90	480	34036	17.90	1002	64163	11.60	1962	123316	9.00	7896	477295
37	21/06/2022	6	10	17	29	49	2	5	41743891.00	0	0	901658.70	0	1	72641.90	0	7	4414.40	0	19	273.00	12	384	101.00	25	830	110.30	23	1045	19.80	372	13455	17.80	508	16783	16.20	1091	34774	10.40	1809	67426	8.90	6339	237061
36	17/06/2022	1	2	23	43	45	1	9	37590380.56	0	0	427435.20	0	4	192842.80	0	5	6117.10	2	26	398.40	24	499	152.40	24	1043	169.00	34	1294	25.60	332	19771	22.60	428	25033	19.70	908	54234	12.20	1853	109912	10.50	6651	382376
35	14/06/2022	11	28	30	35	50	7	8	30433325.68	0	0	828150.10	0	1	467038.10	0	1	5502.60	1	14	364.70	6	264	144.20	10	534	166.50	16	636	25.40	308	9651	20.40	413	13388	19.60	629	26518	12.20	1711	53147	9.50	5704	205533
34	10/06/2022	3	21	23	28	46	10	12	26966650.60	0	0	1666398.60	0	1	452396.10	0	3	22144.80	0	7	389.80	13	497	97.00	36	1597	289.50	12	736	44.60	205	11076	25.60	368	21557	18.00	1347	72397	18.00	1055	58290	12.70	5478	309332
33	07/06/2022	5	7	45	48	49	3	8	19991028.16	0	0	370081.00	0	2	0.00	0	0	3825.10	1	18	361.60	9	238	136.80	11	475	136.80	23	720	20.00	395	11998	20.00	366	11212	19.80	682	23448	9.00	2152	66920	9.00	5876	190528
32	03/06/2022	4	22	27	39	41	1	9	16892674.84	0	0	274430.50	0	6	103177.30	0	9	4030.80	1	38	290.00	16	660	109.00	21	1404	156.20	19	1348	24.60	292	19821	20.50	409	26492	17.20	944	59977	12.30	1828	104592	10.10	6297	383528
31	31/05/2022	14	30	37	39	50	4	12	10000000.00	0	0	376951.90	0	2	376951.90	0	1	4804.40	0	14	437.90	2	192	128.60	18	523	205.90	9	449	36.90	94	5799	25.50	202	9389	19.60	622	23086	18.20	662	31117	11.90	3710	142754
